order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date
q84G3lADGuWA,v4mnSTnSetDb,,2018-05-10 18:18:52,2018-05-10 18:30:50,,
fBcYdWiQ0KFA,UlDuQVKs39VM,,2017-06-30 21:49:43,2017-06-30 22:03:24,,
SCduG3sSlrVv,2YdWVIXsELe5,,2018-06-23 15:58:26,2018-06-23 16:19:34,,
NilbVwmGTDba,7vE4UPykT2nW,,2017-10-17 11:28:05,2017-10-17 12:07:04,,
fJCmFU703PDm,L5iPEX0d0zqF,,2017-11-22 10:49:45,2017-11-22 11:07:21,,
193zJhJPkZL6,AQgzPQ9YfvX2,,2017-07-18 09:36:06,2017-07-18 09:50:13,,
osTxIqB1dBIC,32W8YsU71KDv,,2017-08-05 15:18:41,2017-08-05 15:30:22,,
35nVLTVA5eHi,zdq3OLtcEMFI,,2018-08-18 01:08:45,2018-08-18 01:29:45,,
rP9lz0PG1Lu8,CwKPFITgln1S,,2018-03-10 10:29:04,2018-03-10 11:08:11,,
lKqiyIhmfkLS,HjUquHOyjvZt,,2018-01-15 12:33:12,2018-01-16 07:09:58,,
afQ8r8LmGmhv,xFVGBWT1Rl0Z,,2018-06-22 16:48:29,2018-06-22 18:15:57,,
fwAsdsrCxEyJ,C8Gslc6Ey6ne,,2017-08-26 20:27:56,2017-08-26 20:44:51,,
Do6fZmZZgj1f,UJDXNuZGX6S8,,2017-05-29 11:39:07,2017-05-29 11:50:12,,
A6yTdb7x7jLC,ORIlntM6IJIn,,2018-05-14 21:36:13,2018-05-16 03:15:11,,
cE932lbbB952,6WpY40WzliHl,,2017-03-25 21:22:15,2017-03-25 21:35:20,,
pm0eu9fz4b1c,YRVyVKl2ARxh,,2017-09-22 14:12:05,2017-09-23 02:25:36,,
uRivDXb8xtu1,UdlyBWeCmCjx,,2018-04-07 09:37:19,2018-04-07 09:47:36,,
93EoJ5FWvtoe,5wAzRBKaX7bN,,2017-07-27 10:29:58,2017-07-27 10:45:15,,
0P3a9vXUFtTY,IejBN9Hzv7Kk,,2018-05-16 15:49:50,2018-05-16 16:14:45,,
e868lhx0fEOi,r0O411KLcQoa,,2018-05-04 15:05:29,2018-05-04 15:15:26,,
KPZAoVoLX8w0,UTKRZr2ibXIH,,2017-12-07 16:06:36,2017-12-09 16:10:09,,
iqSWEnLnPx2Y,eMKPVKbvq0Np,,2018-05-04 10:46:26,2018-05-04 11:12:21,,
ORfFgvsH4bN3,nUqxHveMJQ00,,2018-05-07 11:14:34,2018-05-07 17:56:37,,
3k4bihCIbZn2,g4qubSAa2RGL,,2018-08-13 16:25:09,2018-08-13 16:35:20,,
uAy8exm8wgoQ,Et3sJSXru3fI,,2018-08-23 15:35:52,2018-08-24 03:10:20,,
EjZjf0b8Egi0,VVjR6G2pB2dR,,2018-04-29 21:49:07,2018-05-01 03:15:51,,
ZUQELphdCRko,JQXAgQBO2eDp,,2017-05-26 14:11:19,2017-05-27 03:10:17,,
WCwbXN3B3fPO,OWljKcyDu0Ml,,2018-07-10 00:21:12,2018-07-11 03:10:10,,
DMkENEqSKiEP,097o3rEjIYe7,,2018-08-10 00:17:09,2018-08-10 00:30:17,,
Gf7ITY6oPD2r,OpwllIGntN0f,,2017-11-23 11:45:01,2017-11-23 11:55:52,,
Uc1vpjM1vnKG,NknrQJzUoZDU,,2017-12-03 18:35:40,2017-12-03 18:53:44,,
mtzqfDv1NTlC,QAe7dk9CrWrV,,2018-02-18 20:13:02,2018-02-18 21:15:28,,
DMuoGxbkWS5Z,zvL8FBSMLyZ1,,2017-08-26 21:03:40,2017-08-26 21:24:10,,
ciSC2pmOGpNT,rMjXQAhmGeYI,,2017-06-08 22:46:23,2017-06-08 22:55:08,,
pEFOBuZipEpK,lHmM2QU1mRkz,,2017-06-24 18:22:55,2017-06-27 03:43:20,,
mvDKn4V6U5Kp,57VPiYhaMkKF,,2018-03-09 16:38:46,2018-03-09 16:50:54,,
MRaHmPt2x8oW,s4s7wX4pOc0v,,2018-04-19 13:53:59,2018-04-19 14:12:54,,
HYxUb8EPbHvS,EBNis0MPvY73,,2017-11-09 23:28:29,2017-11-09 23:46:57,,
BY25lqeIRUFf,gAE0EcjV9TIT,,2017-11-25 09:38:44,2017-11-25 09:50:57,,
XgENKm0AUN6T,UgHoujkqElZQ,,2018-04-25 15:59:08,2018-04-25 16:53:26,,
aXdRrZgLdbKm,wqeXD9Pq1qK5,,2018-08-03 14:36:41,2018-08-03 14:45:15,,
pwInGKrO4paE,MEoosPcimPmJ,,2017-12-28 21:17:28,2017-12-28 21:29:23,,
p9iqCZsgFc3Y,4BLCcwHfQggQ,,2017-06-01 07:29:41,2017-06-01 07:42:31,,
Gfs7zHNCHaxJ,ueafXg1vgm10,,2018-05-20 16:34:00,2018-05-20 16:59:24,,
WEtnaMip9qsn,usEmZecfSNKY,,2018-02-05 18:03:36,2018-02-05 18:15:47,,
guCj6zYUgDBt,YPrl0wMg9ply,,2017-11-28 14:01:10,2017-11-28 14:32:21,,
sHunkpsZX461,DkV3otav6DQT,,2017-01-24 22:10:48,2017-01-24 22:22:10,,
QjWdTrnE6s6V,b1pFyDPVsNNY,,2018-06-27 11:16:44,2018-06-27 11:30:56,,
vWu7nRgtBYYO,K2YiHNh9d9fS,,2017-08-01 19:11:35,2017-08-02 02:50:16,,
u96QfLEem6kM,aLNIwU57tEaH,,2017-09-11 16:05:10,2017-09-11 16:15:17,,
Bjmtx31GkLe9,l300MUMvrJv8,,2018-01-10 23:42:15,2018-01-12 02:35:46,,
jsa1TeyAs5yC,dFms4Qp7rhOe,,2017-10-27 10:27:03,2017-10-27 10:35:22,,
rkzQZrtyHWDX,AYMjmGtc8gBR,,2018-08-15 19:33:04,2018-08-15 19:45:16,,
RkXoioALugTp,IhgSBoPeN5Eq,,2018-08-09 11:22:34,2018-08-09 14:26:11,,
nHWh7W9uXBAF,ypaJxLz9xyTZ,,2018-05-29 08:10:45,2018-05-31 03:10:13,,
eQM6TGohsMsg,Ma4eP96YIInc,,2018-02-20 13:10:09,2018-02-20 13:48:17,,
UDOS9d981Wuo,z1rZ79eoIqTd,,2017-03-09 23:39:26,2017-03-09 23:39:26,,
KYmOq982UCaU,KgLbTkurd56P,,2017-03-05 16:21:27,2017-03-05 16:30:20,,
5r7wB9kae8UE,FNQG48mCzDCS,,2017-11-25 01:49:52,2017-11-26 20:13:46,,
phv78hpCXvOu,ZXdlsoDvLl10,,2017-08-18 14:30:22,2017-08-18 16:10:13,,
PR8QWvNT8CKG,xxeQmpEoE0nH,,2017-04-04 18:09:37,2017-04-04 18:23:16,,
vWNKLPX9sLTb,XbqG1c5zmzfA,,2017-12-04 19:56:20,2017-12-04 20:10:25,,
ZQC3ZVMQVrzI,28OaNASpufA9,,2017-10-22 10:09:01,2017-10-22 10:24:59,,
R5DbREVYOMTr,WTqmYkLXPWTv,,2017-12-05 17:16:48,2017-12-07 16:31:41,,
H7LYoEA0ZbBs,bUExj0erVi4c,,2017-08-14 13:48:07,2017-08-15 03:44:08,,
vK8IxM0kfPbq,n4yNdwrpC0Ff,,2017-12-08 12:51:22,2017-12-08 13:12:32,,
eBZM3WxFmncI,BbRv3aKaz8EM,,2018-07-20 15:59:05,2018-07-20 16:10:14,,
QtCVl0YxYs7r,43Ko5JcIFN9S,,2018-06-28 23:17:06,2018-06-28 23:30:39,,
kLjdOpQ4u61h,fuToT1htZScE,,2017-04-28 18:18:34,2017-04-28 18:25:36,,
BUdOfeIufuuQ,3ZMNCMJHsRUj,,2018-06-06 16:23:53,2018-06-06 16:55:05,,
3gekphpaMFrj,VsT2BhoPbyMu,,2018-02-20 15:15:22,2018-02-21 11:31:48,,
kmztEcsH05Pk,dGQcjxoP8pvP,,2018-06-13 20:44:34,2018-06-13 21:00:19,,
37QgYrrr7MI8,7xEi3c07M6sI,,2018-05-06 18:05:39,2018-05-07 09:32:24,,
ihUd3Rs8B6Qs,Vvy56CfTTcXh,,2017-03-29 23:17:00,2017-03-29 23:25:12,,
MVLVEB4i597Q,7I2Jk5lauMas,,2018-06-14 14:55:23,2018-06-14 15:20:49,,
d7Lb5z3KUR1T,IeVGLn5I9eIj,,2018-03-31 18:18:07,2018-04-03 05:15:30,,
AN58rVZIeQ8u,zL5SiXf3wEKm,,2017-03-22 22:47:42,2017-03-22 22:47:42,,
nxPAgYPsBDJr,D9gOnt9ZZA7I,,2018-05-02 19:50:01,2018-05-02 20:38:43,,
cecntxxvvbSh,3dTYJNTdlXw0,,2017-08-10 18:44:08,2017-08-11 06:44:03,,
fg8pOz2KJmMf,j5DJ2PEMbHFr,,2018-08-07 15:10:27,2018-08-07 15:25:05,,
cOnGAk0uRn9e,GS9gmkWRaAvb,,2017-01-05 12:01:20,2017-01-07 03:35:37,,
CnyaGBPhxzRV,z1EZemwdpq3C,,2018-07-29 12:54:54,2018-07-30 19:32:09,,
xLLmmVPL4cYY,7nNYtnJKboSi,,2018-07-16 09:09:55,2018-07-16 09:24:16,,
e3n9WBcsw8IO,ZEUqEz15FjXq,,2018-04-21 19:50:43,2018-04-24 19:03:57,,
IcD87at4vxoe,uifrd3vXA44k,,2018-08-11 15:18:51,2018-08-11 15:30:15,,
lLQZHbFLPXvm,AoD9E1DnWsEL,,2018-06-13 07:25:51,2018-06-13 07:53:27,,
iCwcJNw20MAo,8udjqCRbDRQi,,2017-11-24 10:19:23,2017-11-24 10:32:38,,
iM5mmh6Jy8Hz,3g7oLcWVUvoK,,2018-02-14 17:42:43,2018-02-14 17:56:10,,
irycHia1jEwN,ZejyqxthBDGl,,2017-09-28 00:10:02,2017-09-29 02:30:47,,
Wac3H5QdyqNO,q54Nz4Q2rT26,,2017-02-10 11:18:22,2017-02-10 11:30:16,,
zAiAPs3eE8mv,xO3vM3rkGkm5,,2017-12-13 14:21:15,2017-12-15 02:30:41,,
cadKyw39PhEn,fxluidx7i8S8,,2017-11-24 02:21:57,2017-11-24 02:32:31,,
4tuJWPdrzowL,8sxZnAlhDh5X,,2018-06-13 12:43:51,2018-06-13 13:02:17,,
daCsUuDiKs66,6ReHRfxJHf7Q,,2017-07-19 08:32:57,2017-07-19 08:45:13,,
k8ok2CXGjZVl,ALtNlVceyjEZ,,2017-07-21 21:47:09,2017-07-22 06:42:47,,
ze3NoLIa0KXw,JlG0JJjrKFHc,,2017-07-09 10:26:29,2017-07-11 03:50:45,,
pSSA0gwy6IfG,15CyqAXBLjhD,,2017-09-10 11:22:48,2017-09-10 11:35:20,,
clinKB2IMA1x,42fRCyc9CwgX,,2018-06-18 10:01:17,2018-06-18 10:20:10,,
bBZE9JyEzjeG,N5P9Fng29Ml5,,2018-01-19 13:44:22,2018-01-20 13:42:10,,
y92jGmKoiUp6,a1aosEPE1Eej,,2018-05-27 15:19:36,2018-05-27 15:35:36,,
wAArTTQZKDcm,g3JsMvgSGVWi,,2018-03-04 15:00:51,2018-03-04 15:10:35,,
oLWzYU1zxUTt,WE4vN0lrhuB2,,2017-08-18 16:58:56,2017-08-18 17:30:19,,
28XnYkKzFEEV,VlS3GnFmJLCd,,2018-06-04 18:04:12,2018-06-05 03:50:20,,
1RQ8V9wBnlg2,Tcakg1LKUHee,,2017-10-29 09:07:09,2017-10-31 04:10:21,,
Ja75Nnau5iDP,zUOgR06b1D42,,2018-04-16 01:06:03,2018-04-17 05:51:13,,
aqLERcu2pqfx,g792ecZ0OSqf,,2017-07-27 12:50:46,2017-07-27 13:15:19,,
erb1sS73L38w,jUOYmwzakZzg,,2018-04-08 22:09:49,2018-04-08 22:29:13,,
yzS39lerpZ8S,Nl6Ol07s1cHI,,2018-06-05 08:57:43,2018-06-05 09:11:03,,
xXoXf4NkVPOq,0fsBkGgyeNVB,,2018-07-10 20:40:26,2018-07-10 20:50:13,,
Ig53WuBqd7sK,fl9HFJGEENeh,,2017-12-29 19:50:28,2017-12-29 20:07:02,,
PJxg89BrXrc8,A5r1BEJEGSg0,,2018-01-11 22:24:15,2018-01-11 22:34:24,,
VY6CpNQIPlkn,5rj9tl0HFfH3,,2017-08-17 21:51:05,2017-08-17 22:30:23,,
PShYjLmctFZi,PpxIdeo9Mjrj,,2016-10-07 11:20:34,2016-10-07 12:14:56,,
lZrf2QdT23KE,aHolgyuNG5jX,,2018-06-03 14:57:09,2018-06-03 15:11:10,,
iuWssk3wshvq,lBAVJpO1iK5w,,2018-06-27 21:50:05,2018-06-27 22:10:30,,
n5wX2zdqX0R4,J39vwd9ELZ0v,,2017-03-07 15:04:38,2017-03-07 15:15:18,,
ZAmdIOxSqBEq,mdDwiYAm8QuU,,2017-09-07 15:21:22,2017-09-08 19:43:54,,
QKjg4TerSKpH,YhSPpFqlAfhV,,2018-01-29 00:02:54,2018-01-29 00:10:22,,
myOLj5YGnKat,0LDTg6nR2D3h,,2017-12-21 13:43:16,2017-12-21 13:53:27,,
m4uX1ene8N5R,q9Fvq4QhhS2E,,2018-08-08 09:42:14,2018-08-09 07:05:14,,
febJgj6fN6ml,gxjP7B91ov50,,2017-09-16 15:23:17,2017-09-16 15:35:15,,
QctvnBRXhl4f,3BjAEQX6WLNE,,2018-05-14 15:42:18,2018-05-16 03:15:06,,
pbZI24Xvkw9E,3OcZF8NytB1S,,2018-08-18 13:58:09,2018-08-18 14:10:11,,
6SAVMM8lrtT6,BZBhNDv4mkpx,,2018-08-17 23:14:16,2018-08-20 10:50:18,,
BjQfHUtLz079,qdkH9BgZks6U,,2017-06-11 14:40:44,2017-06-13 04:25:30,,
5EdW8NgWgfrJ,VevhLIi6jSgr,,2017-02-24 21:36:00,2017-02-24 21:45:17,,
MgOegLqaEiUX,uB4MGYlBbP1q,,2018-01-09 23:05:46,2018-01-10 10:31:55,,
UQi8cY4PIeXs,VCCLzi7eKGQK,,2018-03-08 11:31:31,2018-03-08 11:50:37,,
iGwfjUDag4G4,ZUkKXbgnlYQZ,,2018-08-08 19:54:44,2018-08-08 20:05:16,,
qLELrFElsuxu,tLOn6XL3lRgp,,2018-05-05 09:52:06,2018-05-05 10:13:54,,
zCqC99pFb15z,2jtWT1mxMg2m,,2017-01-22 17:43:23,2017-01-22 17:55:18,,
AoIYEePZnDS5,A43AZVavtqXB,,2018-06-21 21:04:53,2018-06-23 01:15:45,,
h1pQJJ4PcuU3,XWxdveGDz1lm,,2018-03-20 10:14:57,2018-03-21 02:48:59,,
PiABUuMsgDwy,CPa48IjqwRQg,,2018-08-27 19:39:33,2018-08-27 20:20:08,,
G7EJQzKbEYVv,2lhb9Gc1EWxz,,2018-05-01 11:52:33,2018-05-02 11:15:12,,
QL1HUl8nOAF8,B1NaIDaFkF2I,,2018-08-13 14:08:19,2018-08-13 14:24:24,,
MrmgPglq17Od,BURR4ZE9g7Jw,,2018-04-18 11:12:39,2018-04-18 11:31:41,,
S0VGCJwmdOE4,0nv12XBKAUAX,,2017-12-30 20:37:52,2017-12-30 20:49:21,,
5y0nVsCQsMKk,qTJwflofNHdu,,2018-05-27 15:04:55,2018-05-27 15:15:08,,
GqtxmOOTuqF8,VxlAy0DjbuWh,,2017-11-15 12:19:30,2017-11-15 12:30:28,,
21nHo0x3xzxO,kEtH1C8kQbgv,,2018-04-30 23:26:40,2018-05-01 03:53:48,,
GQfh7qZhDbSW,PsRbckZE6KIz,,2017-10-20 01:40:52,2017-10-20 01:56:12,,
AW5KRzXbGTRl,MdhzKhYuATXs,,2018-03-07 18:09:10,2018-03-07 19:09:47,,
YuAiTyY3lhdg,ev8hT03nqZaG,,2017-08-22 20:19:34,2017-08-22 20:35:20,,
pEZ6ZqAAXSAL,jWzcYH9lNQGA,,2017-10-04 17:57:37,2017-10-04 18:07:15,,
1Wu3dSX2IrgM,bYYmPtHW5KTs,,2018-01-04 12:38:02,2018-01-04 12:49:47,,
TIdjgtLsl8HF,mUZtoaXv2IZc,,2017-03-30 21:36:05,2017-03-30 21:45:11,,
jdfM3OgRfSqx,XMKlBjuqHkVK,,2018-08-12 21:33:04,2018-08-13 21:25:19,,
EabNWbMogJLG,GdXsJrHBzaw9,,2017-01-09 00:37:18,2017-01-09 00:45:09,,
nzWY8sPaLI4b,9XeK3iVKcS5d,,2017-08-07 19:54:40,2017-08-07 20:25:19,,
SxmJUNr4wWrP,SlI4UXZaL7kP,,2017-08-24 23:15:08,2017-08-24 23:25:15,,
D5O78C5C42Jv,JMb8uuV8uRWH,,2018-07-20 13:58:55,2018-07-24 03:55:19,,
r4DlTa6Ge54l,WZ4eTiAPeC9W,,2017-07-29 15:38:47,2017-07-29 15:50:20,,
t7r1RE6h0iuq,gXzsiLUtlFIw,,2018-05-02 21:45:20,2018-05-02 22:34:45,,
bFkMeL3BDDXQ,oexBSSqTVZyg,,2018-02-08 20:53:55,2018-02-09 10:11:37,,
36hUJJC1xgZ5,bpvmbQE595WY,,2018-01-01 18:23:56,2018-01-01 18:32:52,,
kyfWnvANlW2e,IWY0ybzrw2Jx,,2018-08-15 05:46:10,2018-08-16 03:25:09,,
qHDTv82pfAwt,MSWYM6phhqq1,,2017-11-21 21:31:08,2017-11-23 02:47:31,,
lS8izgpVC8yu,Ng1ADMOSOqRc,,2017-11-24 16:50:37,2017-11-24 20:33:53,,
JkZlDWq0F0lN,RkzHsjatRBjO,,2018-03-16 14:56:18,2018-03-16 15:09:42,,
WkVI7OtLxRTN,t948v60Zndws,,2017-03-31 13:32:04,2017-03-31 13:42:18,,
Ndv5hPkOWcIu,NEhkGgyfUCtK,,2017-08-24 22:22:09,2017-08-25 22:30:07,,
LXev7y5NKMML,8BTmTr2p8DV5,,2018-04-25 12:23:27,2018-04-25 12:35:24,,
dCx6huSmT1EK,4vzUZsqNlTGn,,2017-05-05 21:17:02,2017-05-06 02:15:21,,
NF2pWdF8y0Tk,0e6fc58jUdxJ,,2018-08-17 07:09:44,2018-08-17 07:38:59,,
D0fUI9c0SXPo,mLgCbWBkEaqZ,,2018-03-10 10:53:51,2018-03-11 10:55:56,,
uXGNax7tJ8pR,a5jr90JA9xQM,,2018-08-08 10:32:05,2018-08-08 10:45:46,,
kwUp5GIaXqOV,0dnb07hrVeik,,2017-05-19 18:55:29,2017-05-22 15:45:15,,
ARHVSGZjC9xV,tXxkJptp7Sf8,,2017-11-24 07:04:41,2017-11-24 07:14:32,,
ncuCwrxTWex8,XkMAsIemov6x,,2018-03-03 12:04:13,2018-03-03 12:15:42,,
mn6dFxtXNF7D,pVMXwyExjSZW,,2017-10-09 16:17:48,2017-10-09 16:49:25,,
Dn9JoKJwzlsW,LPVDllLMMmA6,,2017-11-27 22:46:58,2017-11-27 22:57:39,,
XdfvPLVowRZX,JNjgUSy4W0lE,,2017-07-04 15:24:40,2017-07-04 15:35:10,,
cNYoiS5UlQ15,lHVYDjWhYDVt,,2017-02-16 11:29:08,2017-02-18 11:25:14,,
Un6XmK37KYZq,XVGHx0NuEB7M,,2017-08-23 13:21:35,2017-08-25 02:50:51,,
AiNlqqGph74A,mmqgYiFwVRFd,,2017-12-20 09:56:35,2017-12-21 02:12:02,,
HCvWsuSN4ogt,8fX6mre5zCGf,,2018-05-08 11:14:12,2018-05-09 04:31:13,,
uSprq0BD0Bv8,4jr6MRQBdvqI,,2017-03-06 18:50:07,2017-03-07 04:03:29,,
BhYmFPU3TB4c,PvfZEvgUw8n2,,2018-01-17 15:35:48,2018-01-17 15:48:36,,
lwFHHWZUcN9y,nUDZUoN5zi1I,,2018-05-27 13:23:48,2018-05-27 13:49:46,,
6Nwg3ZL4dUr0,WLt6cbat9SWa,,2017-12-04 16:58:17,2017-12-04 18:30:29,,
JUiwzyarrW4N,Hi6QJG67nLS6,,2017-02-18 17:43:04,2017-02-18 17:55:19,,
0a5hPkHlHsC3,JlDPt3giZeIK,,2017-04-07 20:27:57,2017-04-07 20:42:34,,
zylBW6FsYPpR,pvupPWafaoDR,,2018-05-27 13:02:43,2018-05-27 13:15:12,,
dQHjnxYQ3OuZ,swMKrRS8jUi5,,2017-06-10 19:59:23,2017-06-10 20:10:18,,
FlpAhCWTfkP8,l4ycY5DZEbDm,,2018-01-23 10:59:07,2018-01-23 11:10:33,,
VaVGVdMCSvTn,urmR3mdheRW1,,2018-06-02 10:17:29,2018-06-02 10:31:01,,
njymT7LyECby,hdMTOWyrcfXL,,2017-07-11 16:51:46,2017-07-11 17:30:17,,
VOprqahPGVwW,RAHtGvLNvfjR,,2018-01-18 17:07:14,2018-01-18 17:19:33,,
nVs4ctPQMO4c,43ovsCcAkdZd,,2018-02-17 15:08:48,2018-02-17 15:26:43,,
nj964YwdisDN,y1oNBNoOTEZd,,2018-05-16 21:10:10,2018-05-16 21:35:56,,
MxkcQiuqRQmc,1Zym31TfV4sD,,2018-08-05 13:49:08,2018-08-05 14:04:27,,
KL8bDFYpWt22,2pNf04XWOWOn,,2018-06-28 18:51:01,2018-06-28 19:11:39,,
veUqlv44Qb6J,HNsFPILbVblB,,2018-02-01 10:11:11,2018-02-01 10:31:41,,
zEMZ2FRgVmHb,geByALdnlliB,,2016-10-07 21:30:12,2016-10-07 21:59:02,,
GJ3UwhJEoeyt,iMNMsq29XKEN,,2018-02-13 17:53:13,2018-02-13 18:10:28,,
S4CudA8ZH67z,keC0WXRfO1f8,,2018-03-16 00:14:19,2018-03-16 17:28:45,,
vmJbzpzeSlpQ,EsV9LuFyg8Bf,,2018-01-15 22:29:00,2018-01-15 23:30:27,,
hYNkBuOEPqk2,25tYadPhXneP,,2017-12-01 22:37:42,2017-12-01 22:52:53,,
4WbdmXv2x6l0,G5WODWs4SPkh,,2017-11-29 10:29:48,2017-11-29 10:59:55,,
1pGofBdZSmx9,gkKY5pPcINxg,,2018-03-26 16:02:09,2018-03-26 16:15:21,,
hVa4eFopxC91,A0DZsztVZUTf,,2017-04-20 17:15:46,2017-04-21 05:15:56,,
DwnVxIFVI6aH,Y3a4uPVwOGaj,,2017-07-02 13:10:57,2017-07-02 13:25:11,,
78O58KmOEbqh,JAxlEX4BdPdB,,2017-09-17 14:14:19,2017-09-17 14:26:51,,
6pHdcVUae7eO,k4o8OBoNFibx,,2018-07-25 16:53:06,2018-07-25 17:05:13,,
P0cNqeEEb2SI,iBuwYARwVbQr,,2018-03-08 15:59:33,2018-03-09 16:10:07,,
8YmO4NEggGjR,a7twWxOXO2lY,,2018-07-17 20:00:31,2018-07-17 20:15:08,,
zucyBE77lYTc,bcE0wmtzruOc,,2017-11-25 00:29:08,2017-11-25 03:19:21,,
LGsh250BtZSs,N4MHDTgnD8fz,,2018-04-22 19:10:31,2018-04-24 18:39:42,,
NPrs58teiEdf,mmfBXvYqlwYQ,,2018-03-19 16:39:27,2018-03-20 03:15:29,,
VhYDiUomK4cZ,WDucJJUm7gSc,,2018-08-08 15:52:44,2018-08-08 16:05:17,,
Thv8MzmrFzAe,whmUacdxlBZM,,2018-06-25 12:58:18,2018-06-26 10:35:28,,
U4H7OGbrONEM,Z21aB35SVp3e,,2018-08-25 16:36:58,2018-08-25 16:50:21,,
rCh83cUNmrR9,SOPYBzjzqWQN,,2018-05-03 23:48:53,2018-05-04 00:12:45,,
y1CcysTfN6SA,F8rYK3CGNqum,,2018-05-24 16:43:06,2018-05-26 02:18:40,,
VpV94hqwUsTO,V2mqtsPD3V9o,,2017-12-07 16:22:40,2017-12-07 16:35:25,,
RLkYAJnSRq1C,xqMtG1KOUuuu,,2017-05-24 18:33:41,2017-05-24 18:45:11,,
F7LbIvS4qFye,Khx7IFAmGgRI,,2017-10-24 19:14:55,2017-10-25 02:26:24,,
SxScuU8RuwV9,yB326VpGCTnZ,,2018-03-22 13:13:26,2018-03-22 13:29:22,,
V17AscDYZlTT,YCKigDUHkgH8,,2017-10-06 22:18:54,2017-10-09 10:14:45,,
JZGNhyCTLpvy,WXiCnZP1s3Fs,,2018-05-01 22:10:44,2018-05-01 22:31:20,,
HfwxyBAHscpA,UbzmmWk57h7K,,2018-06-22 15:37:06,2018-06-22 16:01:29,,
jnj0LEDKNYDX,wLm6YrVoBOhA,,2017-12-28 18:59:26,2017-12-28 19:07:39,,
hrvf05oGm5UO,eaLFchgdNiey,,2018-02-08 19:05:16,2018-02-08 19:40:29,,
6ciLRHjVaCk8,gxzpYc10TC2k,,2018-06-16 00:39:19,2018-06-17 00:35:37,,
msMPv96agDbi,EQNC3YjVlRH2,,2017-09-26 14:49:01,2017-09-26 17:07:16,,
Wxpj3jHECpWt,fW9mPZThfMCC,,2018-04-07 18:24:08,2018-04-07 18:47:52,,
rehjDn1kpBxW,k6EJKe9KvJHJ,,2018-06-22 20:02:38,2018-06-23 04:18:38,,
ThQNlk4OCzNN,1bONGMvCeNo2,,2017-07-31 11:18:21,2017-07-31 11:32:11,,
c4ZhTtpiiHwT,FCQkKvz6X47B,,2017-12-13 12:02:03,2017-12-14 02:12:33,,
jxNy63J26bRw,fgNg8KEUV8hc,,2018-08-14 14:19:51,2018-08-14 14:30:22,,
HiKxbfDHdrW9,nvFj3zqytMuD,,2017-12-11 17:44:07,2017-12-11 17:54:43,,
PzdFuJHdfjpT,l8b4jLhsMrI0,,2018-06-17 11:03:15,2018-06-18 17:20:26,,
7Gjse7Z7LeI9,sduApudaxIAa,,2017-11-20 15:39:42,2017-11-21 15:34:30,,
TI2vdWI3ZM4C,LeFs472jrMq5,,2017-08-16 15:57:00,2017-08-16 17:04:30,,
vx9rm0p1UGw7,tT8Bv30wu1v4,,2017-04-07 08:49:11,2017-04-08 02:42:59,,
TCQuLAtWf9ih,Ec2sl0Nhe61g,,2018-05-14 07:37:20,2018-05-14 07:52:17,,
wrVAGLOsmMLw,cU0KQwhWBTnt,,2017-10-22 22:09:03,2017-10-22 22:26:15,,
wzWYsWExRo9N,VE3KxONtDsAN,,2018-02-05 09:18:11,2018-02-05 09:30:33,,
GVVJCpcavf72,dqFg89GU4GC5,,2018-01-30 15:24:11,2018-01-30 15:35:37,,
smJJM6zX9R1d,kFZFvnPUmfTx,,2017-11-01 11:28:19,2017-11-03 12:15:27,,
pIP9KU7rXRqu,F6OIHw7YjJwb,,2017-05-25 22:27:50,2017-05-27 16:35:16,,
9zDRFEP0cIUm,MhH455hj6HJt,,2017-04-28 11:08:34,2017-04-28 13:01:33,,
iT2zkDZPKwBM,Ga0RwJx6SWUF,,2017-04-26 16:23:04,2017-04-26 16:35:14,,
aeeu9lqrJUMp,5FA6MYpClxSp,,2018-01-12 18:17:00,2018-01-12 18:28:58,,
keboBgfsfrKk,A3gXtB0AI5P8,,2018-04-04 12:00:37,2018-04-05 02:30:26,,
o4kuv2dO5mcZ,kF68KE9FNJdt,,2018-08-03 08:08:06,2018-08-03 08:24:07,,
lCle1sZ0Vvg1,Ta8SV2CoXUK1,,2018-02-16 10:06:13,2018-02-16 10:15:31,,
NfWPGG06CVwo,TsTcexIAlbxo,,2018-03-29 16:35:17,2018-04-03 05:48:42,,
X68cDxWu9Dgo,iEV3tGFo1kP4,,2018-07-26 09:41:39,2018-07-27 02:05:14,,
8Wjgn8YHc9XV,H3yqttaKB2Wy,,2018-06-23 20:54:33,2018-06-23 21:15:57,,
l5a6LjulPazh,cIMyItJMyMPv,,2018-05-31 13:39:11,2018-06-05 04:12:48,,
5zjVK4Rmt6V7,Pm9vQs0aBBMr,,2018-01-06 08:46:56,2018-01-09 07:22:22,,
XunU2FZmLY4n,ZS0Kjr6WVDz7,,2018-07-20 15:01:06,2018-07-20 15:15:16,,
VPWWw2MxVWor,bQ1ZI0ZRb4oo,,2017-11-06 21:44:01,2017-11-07 05:31:26,,
H5uparSvBKW3,QaWYChlBIbzv,,2018-03-08 19:06:05,2018-03-09 19:08:26,,
kldJn8raJQoj,8TzieglWTt95,,2018-02-02 22:10:33,2018-02-02 22:30:44,,
aSRM5v4u6aAS,L1cg5pvEWEkK,,2017-05-01 18:11:52,2017-05-01 18:26:01,,
